,Game,AgeRestriction,GameDescription,Reviews,ReviewSentiment,ReleaseDate,Developer,FullPrice,DiscountedPrice,PEGI,MetacriticScore,Type,LastUpdate,GamesLanguages,GameFeatures,DRM Notice,GameAchievements,CuratorReviews
898,UNO,No,UNO makes its return with new exciting features! Match cards by color or value and play action cards to change things up. Race against others to empty your hand before everyone else in Classic play or customize your experience with House Rules.,"Análises em geral:
Ligeiramente positivas (34,250 análises)",Ligeiramente positivas,8/dez./2016,Ubisoft Entertainment,UNO,0,https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/l.png,,Casual,,Ver todos os 11 idiomas disponíveis,"Um jogador
JxJ on-line
JxJ tela dividida/compart.
Cooperativo on-line
Coop. tela dividida/compart.
Compat. total com controle
Cartas Colecionáveis Steam
Remote Play no celular
Remote Play no tablet
Remote Play na TV
Remote Play Together",Requer aceitação de contrato de terceiros,0,286 curadores analisaram este produto. Clique aqui para saber quais.
899,Euro Truck Simulator,No,"The original Euro Truck Simulator - the game which has become the classic of the genre and is still relevant today. The first truck simulation game in a European setting, with European long haul trucks!","Análises em geral:
Muito positivas (5,571 análises)",Muito positivas,6/ago./2008,SCS Software,"R$ 12,19",0,https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/l.png,,"Indie, Simulação",,Ver todos os 7 idiomas disponíveis,"Um jogador
Compat. parcial com controle
Remote Play Together",Not required,0,101 curadores analisaram este produto. Clique aqui para saber quais.
900,Bloons TD 6 Soundtrack,No,,"Análises em geral:
Muito positivas (56 análises)",Muito positivas,20/nov./2022,Ninja Kiwi,"R$ 10,89","R$ 2,72",https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/l.png,,,Ver todas as atualizações (última: 3 de abr.),1,Áudio adic. de alta qualidade,Not required,0,2 curadores analisaram este produto. Clique aqui para saber quais.
901,Battle vs Chess,No,"Commanders, assemble your armies! BATTLE vs. CHESS calls for an interactive feather duster, chartering the successful chess game principle into the present day multimedia world. Animated fantasy figurines assemble in magical worlds and await your command!","Análises em geral:
Ligeiramente positivas (627 análises)",Ligeiramente positivas,16/ago./2012,Targem Games,"R$ 36,99",0,,,"Casual, Estratégia",,Ver todos os 9 idiomas disponíveis,"Um jogador
Multijogador multiplataforma
Cartas Colecionáveis Steam
Compat. parcial com controle
Nuvem Steam",Not required,Itens disponíveis na loja de pontos,26 curadores analisaram este produto. Clique aqui para saber quais.
902,大侠立志传,Yes,Hero's Adventure is an open-world RPG: A pixelated Jianghu survival simulator where you start as a nobody and struggle your way to rise in the world of martial arts. We plan to add EN localization after optimizing the current Early Access version launched on Mar. 8th.,"Análises em geral:
Muito positivas (5,722 análises)",Muito positivas,7/mar./2023,半瓶醋工作室,"R$ 54,99",0,https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/10.png,,"Aventura, Indie, RPG, Simulação, Acesso Antecipado",Ver todas as atualizações (última: 9 de abr.),1,"Um jogador
Conquistas Steam
Nuvem Steam",Not required,Inclui 92 Conquistas Steam,59 curadores analisaram este produto. Clique aqui para saber quais.
903,Vector,No,"Vector is an exciting, arcade-style game featuring you as the exceptional free runner who won’t be held down by the system. In this totalitarian world freedom and individually is nothing more than a distant dream. But the heart of a freerunner is strong, and so you break free.","Análises em geral:
Muito positivas (721 análises)",Muito positivas,4/dez./2013,,"R$ 12,99",0,,,"Ação, Indie",,Ver todos os 23 idiomas disponíveis,"Um jogador
Conquistas Steam
Compat. total com controle
Cartas Colecionáveis Steam",Not required,Inclui 57 Conquistas Steam,29 curadores analisaram este produto. Clique aqui para saber quais.
904,Atomicrops,Yes,"An action-packed roguelite where you must cultivate and defend the last farm in the post-apocalypse wasteland. Farm mutated crops, marry townsfolk, and kill every mutant creature that tries to invade! 𝐓𝐡𝐢𝐬 𝐚𝐢𝐧'𝐭 𝐧𝐨 𝐨𝐫𝐝𝐢𝐧𝐚𝐫𝐲 𝐟𝐚𝐫𝐦𝐢𝐧𝐠 𝐬𝐢𝐦𝐮𝐥𝐚𝐭𝐨𝐫.","Análises em geral:
Muito positivas (2,936 análises)",Muito positivas,17/set./2020,Bird Bath Games,"R$ 28,99",0,https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/12.png,78,"Ação, Indie",Ver todas as atualizações (última: 7 de mar.),Ver todos os 17 idiomas disponíveis,"Um jogador
Conquistas Steam
Compat. total com controle
Nuvem Steam",Not required,Inclui 26 Conquistas Steam,138 curadores analisaram este produto. Clique aqui para saber quais.
905,角斗士学院（Gladiator School）,Yes,[game type] AVG + simulated love cultivation[game rating] objects aged 18 and above[game theme] BL ancient Roman wind school daily + hot-blooded battle,"Análises em geral:
Muito positivas (341 análises)",Muito positivas,1/mar./2022,"Together Game, project bamboo","R$ 12,39",0,https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/l.png,,"Aventura, Indie, RPG, Simulação, Estratégia",,1,"Um jogador
Remote Play Together",Not required,0,0
906,theHunter: Call of the Wild™ - High-Tech Hunting Pack,No,,"Análises em geral:
Ligeiramente positivas (291 análises)",Ligeiramente positivas,18/set./2019,Expansive Worlds,"R$ 8,69",0,https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/12.png,,"Aventura, Simulação, Esportes",Ver todas as atualizações (última: 28 de mar.),Ver todos os 10 idiomas disponíveis,"Um jogador
Cooperativo on-line
Conteúdo adicional
Conquistas Steam
Compat. total com controle
Nuvem Steam",Not required,0,0
907,Two Point Campus: Space Academy,Yes,,"Análises em geral:
Positivas (14 análises)",Positivas,6/dez./2022,Two Point Studios,"R$ 48,50",0,https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/12.png,,"Indie, Simulação",Ver todas as atualizações (última: 4 de abr.),Ver todos os 11 idiomas disponíveis,"Um jogador
Conteúdo adicional
Conquistas Steam
Compat. total com controle
Cartas Colecionáveis Steam
Oficina Steam
Nuvem Steam",Not required,0,4 curadores analisaram este produto. Clique aqui para saber quais.
908,Black Squad,No,"Black Squad é um shooter militar em primeira pessoa free-to-play. Os jogadores podem dominar suas habilidades e exibir suas estratégias com uma grande variedade de mapas, modos, e armas das quais escolher. Junte-se a milhares de jogadores no mundo todo em um dos jogos FPS mais jogados de Steam!","Análises em geral:
Ligeiramente positivas (79,967 análises)",Ligeiramente positivas,26/jun./2019,"VALOFE, NS STUDIO",Gratuito p/ Jogar,0,,,"Ação, Gratuito p/ Jogar",Ver todas as atualizações (última: 6 de abr.),Ver todos os 14 idiomas disponíveis,"Conquistas Steam
Cartas Colecionáveis Steam
Compras em aplicativo",Requer aceitação de contrato de terceiros,Inclui 36 Conquistas Steam,169 curadores analisaram este produto. Clique aqui para saber quais.
909,MMORPG Tycoon 2,No,MMORPG Tycoon 2 is a single-player world-builder game about creating the greatest MMORPG of all time – yours.,"Análises em geral:
Muito positivas (2,206 análises)",Muito positivas,6/jan./2020,VectorStorm Pty Ltd,"R$ 47,49",0,https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/10.png,,"Indie, Simulação, Estratégia, Acesso Antecipado",Ver todas as atualizações (última: 7 de abr.),1,"Um jogador
Nuvem Steam",Not required,Inclui 14 Conquistas Steam,26 curadores analisaram este produto. Clique aqui para saber quais.
910,Project Wingman,No,Project Wingman is a flight action game that lets you take the seat of advanced fighter jets and become a true ace. Fight in various missions and gamemodes ranging from intense aerial dogfights to large scale ground assault in an alternate scorched earth setting.,"Análises em geral:
Muito positivas (10,829 análises)",Muito positivas,1/dez./2020,Sector D2,"R$ 47,49",0,https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/10.png,75,"Ação, Indie, Simulação",,Ver todos os 8 idiomas disponíveis,"Um jogador
Conquistas Steam
Compat. total com controle
Compatíveis com RV",Not required,Inclui 40 Conquistas Steam,117 curadores analisaram este produto. Clique aqui para saber quais.
911,Knock on the Coffin Lid,No,Knock on the coffin lid is a familiar and fun roguelike card game. Collect dozens of card decks and complement combinations with the properties of items of equipment. Get to know the features of the main characters and defeat worthy opponents in fights. Deceive bosses or show mercy.,"Análises em geral:
Muito positivas (537 análises)",Muito positivas,abr. 2020,RedBoon,"R$ 47,49",0,https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/l.png,,"Indie, RPG, Estratégia, Acesso Antecipado",Ver todas as atualizações (última: 31 de mar.),1,"Um jogador
Conquistas Steam
Nuvem Steam",Not required,Inclui 168 Conquistas Steam,71 curadores analisaram este produto. Clique aqui para saber quais.
912,FSX Steam Edition: Cessna® C208B Grand Caravan® Add-On,No,,"Análises em geral:
Neutras (13 análises)",Neutras,1/mai./2018,Carenado,"R$ 47,49",0,,,Simulação,,1,"Um jogador
Conteúdo adicional
Conquistas Steam
Compat. parcial com controle",Not required,0,0
913,Druidstone: The Secret of the Menhir Forest,No,"A tactical, turn-based RPG from the makers of Legend of Grimrock games. Every action, every turn counts as you control your party of heroes through challenging, handcrafted missions in the ancient, mist-clad Menhir Forest.","Análises em geral:
Muito positivas (1,153 análises)",Muito positivas,15/mai./2019,Ctrl Alt Ninja Ltd.,"R$ 47,49",0,,79,"Aventura, Indie, Estratégia",,1,"Um jogador
Conquistas Steam
Cartas Colecionáveis Steam
Oficina Steam
Inclui editor de níveis",Not required,Inclui 20 Conquistas Steam,52 curadores analisaram este produto. Clique aqui para saber quais.
914,GGST Additional Character 7 - Sin Kiske,Yes,,"Análises em geral:
Muito positivas (106 análises)",Muito positivas,24/nov./2022,Arc System Works,"R$ 14,99",0,https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/12.png,,Ação,Ver todas as atualizações (última: 2 de mar.),Ver todos os 9 idiomas disponíveis,"Um jogador
JxJ on-line
JxJ tela dividida/compart.
Conteúdo adicional
Conquistas Steam
Compat. total com controle
Nuvem Steam
Remote Play Together",Not required,0,0
915,Hurtworld,Yes,"Hurtworld is a hardcore multiplayer survival FPS with a focus on competitive gunplay and strategic map control. Built for hardcore gamers, Hurtworld aims to punish.","Análises em geral:
Ligeiramente positivas (23,816 análises)",Ligeiramente positivas,10/dez./2019,Bankroll Studios,"R$ 47,49",0,https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/14.png,,"Ação, Aventura, Simulação",,Ver todos os 15 idiomas disponíveis,"Multijogador multiplataforma
Remote Play no tablet",Not required,0,127 curadores analisaram este produto. Clique aqui para saber quais.
916,Potionomics,No,"You’ve inherited your uncle’s potion shop—and a huge debt. Better get brewing! Customize your store, hire heroes to gather ingredients, befriend (or romance) fellow vendors to learn new haggling strategies, and go head-to-head with competitors in this narrative-driven, deck-building shop simulator.","Análises em geral:
Muito positivas (3,826 análises)",Muito positivas,17/out./2022,Voracious Games,"R$ 47,49",0,https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/12.png,,"Indie, RPG, Simulação, Estratégia",Ver todas as atualizações (última: 18 de jan.),1,"Um jogador
Conquistas Steam
Cartas Colecionáveis Steam
Nuvem Steam",Not required,Inclui 30 Conquistas Steam,67 curadores analisaram este produto. Clique aqui para saber quais.
917,Tower Unite,No,"PLAY, CREATE, PARTY! Tower Unite is a community-based virtual world party game with online games, entertainment, activities, and absolutely NO microtransactions.","Análises em geral:
Muito positivas (13,625 análises)",Muito positivas,8/abr./2016,PixelTail Games,"R$ 37,99","R$ 26,59",https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/14.png,,"Ação, Aventura, Casual, Indie, Multijogador Massivo, Corrida, Acesso Antecipado",Ver todas as atualizações (última: 10 de abr.),1,"Um jogador
MMO
JxJ on-line
Cooperativo on-line
Conquistas Steam
Compatíveis com RV
Oficina Steam
Compat. parcial com controle
Nuvem Steam
Usa Valve Antitrapaça
Estatísticas
Classificações Steam",Requer aceitação de contrato de terceiros,Inclui 537 Conquistas Steam,254 curadores analisaram este produto. Clique aqui para saber quais.
918,RUNNING WITH RIFLES: EDELWEISS,No,,"Análises em geral:
Neutras (259 análises)",Neutras,15/dez./2020,Osumia Games,"R$ 22,79",0,https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/l.png,,"Ação, Indie",Ver todas as atualizações (última: 8 de abr.),Ver todos os 7 idiomas disponíveis,"Um jogador
Cooperativo on-line
Coop. em rede local (LAN)
Multijogador multiplataforma
Conteúdo adicional
Oficina Steam
Nuvem Steam",Not required,0,0
919,TerraTech,No,"TerraTech é um jogo de aventura em mundo aberto ao estilo sandbox no qual você projeta e monta suas criações, num misto de engenharia, combate e descobertas. Crie veículos a partir de um imenso acervo de blocos. Recolha, monte e venda novas peças para sobreviver e se tornar o maior explorador dos planetas.","Análises em geral:
Muito positivas (15,413 análises)",Muito positivas,10/ago./2018,Payload Studios,"R$ 47,49",0,https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/10.png,,"Ação, Indie",Ver todas as atualizações (última: hoje),Ver todos os 17 idiomas disponíveis,"Um jogador
JxJ on-line
Cooperativo on-line
Conquistas Steam
Cartas Colecionáveis Steam
Oficina Steam
Compat. parcial com controle",Requer aceitação de contrato de terceiros,Inclui 15 Conquistas Steam,164 curadores analisaram este produto. Clique aqui para saber quais.
920,Planet Coaster - The Munsters® Munster Koach Construction Kit,No,,"Análises em geral:
Positivas (39 análises)",Positivas,21/jul./2017,Frontier Developments,"R$ 6,29","R$ 3,14",https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/l.png,,"Simulação, Estratégia",,Ver todos os 9 idiomas disponíveis,"Um jogador
Conteúdo adicional
Conquistas Steam
Cartas Colecionáveis Steam
Oficina Steam
Nuvem Steam",Not required,0,1 curador analisou este produto. Clique aqui para saber qual.
921,Freedom Planet 2,No,The fast paced platforming of Freedom Planet returns! Become a full-time cartoon heroine and use abilities and items suited to your play style to explore the world of Avalice and defend its animal citizens!,"Análises em geral:
Extremamente positivas (1,069 análises)",Muito positivas,13/set./2022,GalaxyTrail,"R$ 47,49",0,https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/l.png,,"Ação, Aventura, Indie",Ver todas as atualizações (última: 13 de mar.),1,"Um jogador
Conquistas Steam
Compat. parcial com controle
Nuvem Steam",Not required,Inclui 63 Conquistas Steam,39 curadores analisaram este produto. Clique aqui para saber quais.
